Gene	Description	Symbol	EC
MYCTH_2303128	Protein of unknown function (DUF3716)		
MYCTH_2303133	Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity(DCN1)	DCN1	
MYCTH_2303134	PhoX homologous domain, present in p47phox and p40phox.(MVP1)	MVP1	
MYCTH_2303153	Pfam:Ribosomal_L18e(MRPL10)	MRPL10	
MYCTH_2303155			
MYCTH_2303157	Glutathione S-transferase, C-terminal domain(GTT1)	GTT1	2.5.1.18
MYCTH_2303158			
MYCTH_2303159			
MYCTH_2303163	Phenol hydroxylase, C-terminal dimerisation domain		1.14.13.7
MYCTH_2303165	NAD(P)H-binding		
MYCTH_2303166	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)		2.4.1.217
MYCTH_2303167	Ankyrin repeat		
MYCTH_2303170			
MYCTH_2303173	OHCU decarboxylase		
MYCTH_2303174			
MYCTH_2303176	Thioesterase-like superfamily		
MYCTH_2303180	Cytochrome c oxidase subunit Vb(COX4)	COX4	
MYCTH_2303183	Domain of unknown function (DUF4604)		
MYCTH_2303184	Ankyrin repeat	AKR2	
MYCTH_2303193	Myb-like DNA-binding domain		
MYCTH_2303205	Glycolipid 2-alpha-mannosyltransferase(omh4)	KTR5	
MYCTH_2303206			
MYCTH_2303213	Ring finger		
MYCTH_2303215			
MYCTH_2303233	Major Facilitator Superfamily	THI73	
MYCTH_2303238	Major Facilitator Superfamily	VBA5	
MYCTH_2303243	Fungal specific transcription factor domain		
MYCTH_2303246			
MYCTH_2303248	HPP family		
MYCTH_2303249	Indoleamine 2,3-dioxygenase	BNA2	1.13.11.52
MYCTH_2303251	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively(BNA5)	BNA5	3.7.1.3
MYCTH_2303253			
MYCTH_2303256	Peptidase A4 family		
MYCTH_2303257			
MYCTH_2303271	Carboxylesterase family		
MYCTH_2303274			
MYCTH_2303275			
MYCTH_2303278			
MYCTH_2303280	GDP-fucose protein O-fucosyltransferase		
MYCTH_2303296	Histone-binding protein RBBP4 or subunit C of CAF1 complex(rrb1)	RRB1	
MYCTH_2303298	Belongs to the glycosyl hydrolase 43 family		
MYCTH_2303301			
MYCTH_2303304	Belongs to the complex I 20 kDa subunit family		1.6.5.3,1.6.99.3
MYCTH_2303305	Fungal specific transcription factor domain		
MYCTH_2303310	Enoyl-(Acyl carrier protein) reductase		
MYCTH_2303313	AhpC/TSA family	TRX2	
MYCTH_2303316	WD domain, G-beta repeat	YMR102C	
MYCTH_2303320	Belongs to the AAA ATPase family	BCS1	
MYCTH_2303321	Methyltransferase domain		
MYCTH_2303328	present in yeast cell wall integrity and stress response component proteins		
MYCTH_2303335	Ribosomal protein s17		
MYCTH_2303340	ZIP Zinc transporter	ZRT2	
MYCTH_2303344			
MYCTH_2303348	ZIP Zinc transporter(ZRT2)	ZRT2	
MYCTH_2303349	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. MDM10 is involved in the late assembly steps of the general translocase of the mitochondrial outer membrane (TOM complex). Functions in the TOM40-specific route of the assembly of outer membrane beta-barrel proteins, including the association of TOM40 with the receptor TOM22 and small TOM proteins. Can associate with the SAM(core) complex as well as the MDM12-MMM1 complex, both involved in late steps of the major beta-barrel assembly pathway, that is responsible for biogenesis of all outer membrane beta-barrel proteins. May act as a switch that shuttles between both complexes and channels precursor proteins into the TOM40-specific pathway. Plays a role in mitochondrial morphology and in the inheritance of mitochondria(MDM10)	MDM10	
MYCTH_2303353	Uncharacterized conserved protein (DUF2293)		
MYCTH_2303359	Carbohydrate binding		
MYCTH_2303360	Phosphoadenosine phosphosulfate reductase family(FAD1)	FAD1	2.7.7.2
MYCTH_2303362	2 RAD5_NEUCR RecName Full DNA repair protein rad-5 Contains conserved domain HepA COG0553 , Superfamily II DNA RNA helicases, SNF2 family. HIRAN pfam08797 , HIRAN domain (HIP116, Rad5p N-terminal) and RING cd00162 , RING-finger(RAD5)	RAD5	
MYCTH_2303364	Squalene/phytoene synthase		
MYCTH_2303368	Elongation factor Tu domain 2	TUF1	
MYCTH_2303370	snRNP Sm proteins	LSM3	
MYCTH_2303374			
MYCTH_2303375	Polysaccharide deacetylase	CDA1	
MYCTH_2303376	alpha/beta hydrolase fold		
MYCTH_2303378	MOSC N-terminal beta barrel domain		
MYCTH_2303382	Zinc finger, C2H2 type	RSF2	
MYCTH_2303385			
MYCTH_2303391	Putative ER transporter, 6TM, N-terminal		
MYCTH_2303395			
MYCTH_2303398			
MYCTH_2303400			
MYCTH_2303407	Belongs to the peptidase A1 family	BAR1	
MYCTH_2303408	ankyrin repeats		
MYCTH_2303413	40S ribosomal protein(RPS19A)	RPS19A	
MYCTH_2303416	ricin-type beta-trefoil lectin domain-containing protein		
MYCTH_2303418	Iron-sulphur cluster biosynthesis(ISA2)	ISA2	
MYCTH_2303426	Belongs to the universal ribosomal protein uS11 family(RPS14B)	RPS14A	
MYCTH_2303429	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(NIP1)	NIP1	
MYCTH_2303431	U5-snRNA binding site 2 of PrP8(PRP8)	PRP8	
MYCTH_2303434			
MYCTH_2303435	SNF2 family N-terminal domain(rhp26)	RAD26	
MYCTH_2303438	Hemerythrin HHE cation binding domain		
MYCTH_2303440	Belongs to the peroxisomal membrane protein PXMP2 4 family		
MYCTH_2303448			
MYCTH_2303449	helicase(DBP2)	DBP2	3.6.4.13
MYCTH_2303459	TENA/THI-4/PQQC family(THI20)	THI20	2.7.1.49,2.7.4.7,3.5.99.2
MYCTH_2303473	PB1 domain		
MYCTH_2303475			
MYCTH_2303480	Protein of unknown function (DUF498/DUF598)		
MYCTH_2303482	Mycolic acid cyclopropane synthetase		2.1.1.317
MYCTH_2303486	Encoded by		
MYCTH_2303488	G-patch domain		
MYCTH_2303490	HSA(eaf1)	EAF1	
MYCTH_2303493	WD40 repeats(MAK11)	MAK11	
MYCTH_2303494	Insulin-induced protein (INSIG)		
MYCTH_2303495	THO complex subunit 1 transcription elongation factor	GUK1	
MYCTH_2303498	Intron-binding protein aquarius N-terminus	NAM7	
MYCTH_2303499	Eukaryotic translation initiation factor 4G1	TIF4632	
MYCTH_2303507	PPR repeat family		
MYCTH_2303508			
MYCTH_2303512			
MYCTH_2303514	Serine/Threonine protein kinases, catalytic domain(YAK1)	YAK1	2.7.12.1
MYCTH_2303522	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(PUB1)	PUB1	
MYCTH_2303524			
MYCTH_2303528	PH domain		
MYCTH_2303529	Phosphotransferase enzyme family		
MYCTH_2303532	Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position. Prior mcm(5) tRNA modification by the elongator complex is required for 2-thiolation. May also be involved in protein urmylation(CTU2)		
MYCTH_2303534	Belongs to the mitochondrial carrier (TC 2.A.29) family(OAC1)	OAC1	
MYCTH_2303536	Heterokaryon incompatibility protein (HET)		
MYCTH_2303545	Domain of unknown function (DUF4112)	YLR326W	
MYCTH_2303547	NUDIX domain(DCP2)	DCP2	3.6.1.62
MYCTH_2303549	rna recognition motif containing protein	MRN1	
MYCTH_2303558			
MYCTH_2303559	Protein tyrosine kinase(NPKA)	CDC28	2.7.11.22
MYCTH_2303561	Belongs to the WD repeat coronin family(CRN1)	CRN1	
MYCTH_2303565	Mannosyltransferase(GPI10)	GPI10	
MYCTH_2303566	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family(CAR2)	CAR2	2.6.1.13
MYCTH_2303567	Domain of unknown function (DUF3543)(ATG1)	ATG1	2.7.11.1
MYCTH_2303570	Major Facilitator Superfamily(TNA1)	TNA1	
MYCTH_2303573	GTPase-activator protein for Rho-like GTPases(SAC7)	SAC7	
MYCTH_2303577	Domain of unknown function (DUF3328)		
MYCTH_2303579	Belongs to the small Tim family(TIM9)	TIM9	
MYCTH_2303581	Nucleoporin subcomplex protein binding to Pom34(NUP188)	NUP188	
MYCTH_2303583	Trifunctional enzyme bearing the Gln amidotransferase (GATase) domain of anthranilate synthase, indole-glycerolphosphate synthase, and phosphoribosylanthranilate isomerase activities(TRP3)	TRP3	4.1.1.48,4.1.3.27,5.3.1.24
MYCTH_2303587	Membrane fusion protein Use1		
MYCTH_2303590	Arginine methyltransferase involved in the assembly or stability of mitochondrial NADH ubiquinone oxidoreductase complex (complex I)		1.3.3.15,1.3.3.4
MYCTH_2303593	Lung seven transmembrane receptor(PTM1)	PTM1	
MYCTH_2303595	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD(cyp8)	CPR3	5.2.1.8
MYCTH_2303596	Fungal specific transcription factor domain		
MYCTH_2303597	DnaJ molecular chaperone homology domain(SEC63)	SEC63	
MYCTH_2303602	EF-hand domain	CMD1	
MYCTH_2303605	Docking domain of Afi1 for Arf3 in vesicle trafficking	AFI1	
MYCTH_2303613	Phosphoribosylglycinamide synthetase, C domain(ade1)	ADE5,7	6.3.3.1,6.3.4.13
MYCTH_2303614	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family(SLC1)	SLC1	2.3.1.51
MYCTH_2303617	Uncharacterized conserved protein (DUF2347)	YKL047W	
MYCTH_2303618			
MYCTH_2303620	Tup N-terminal(TUP1)	TUP1	
MYCTH_2303639	GPI ethanolamine phosphate transferase(LAS21)	LAS21	
MYCTH_2303648	Pfam:RRM_6(NOP4)	NOP4	
MYCTH_2303653			
MYCTH_2303656	Golgin subfamily A member 7/ERF4 family		
MYCTH_2303657	AMP-binding enzyme C-terminal domain	PCS60	3.2.1.4
MYCTH_2303662	Component of the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. During transcription elongation the FACT complex acts as a histone chaperone that both destabilizes and restores nucleosomal structure. It facilitates the passage of RNA polymerase II and transcription by promoting the dissociation of one histone H2A-H2B dimer from the nucleosome, then subsequently promotes the reestablishment of the nucleosome following the passage of RNA polymerase II(POB3)	POB3	
MYCTH_2303666	Exportin 1-like protein(LOS1)	LOS1	
MYCTH_2303668	Belongs to the peptidase M18 family	APE4	3.4.11.21
MYCTH_2303669			
MYCTH_2303672	zinc finger		
MYCTH_2303678	Whi5 like		
MYCTH_2303682	Voltage gated chloride channel	GEF1	
MYCTH_2303685	Cation efflux family(MMT2)	MMT2	
MYCTH_2303691			
MYCTH_2303692	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_2303693			
MYCTH_2303695	Subtilase family		
MYCTH_2303701	Belongs to the pyrroline-5-carboxylate reductase family	PRO3	1.5.1.2
MYCTH_2303702			
MYCTH_2303707			
MYCTH_2303709	Alpha/beta hydrolase of unknown function (DUF1100)		
MYCTH_2303718			
MYCTH_2303722	Fungal specific transcription factor domain	CHA4	
MYCTH_2303724	KRI1-like family(kri1)	KRI1	
MYCTH_2303725	Rab subfamily of small GTPases(VPS21)	VPS21	
MYCTH_2303730	maturation of 5S rRNA		
MYCTH_2303731	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family		
MYCTH_2303733	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family		
MYCTH_2303736	transferase activity(CAF17)	IBA57	
MYCTH_2303738	decarboxylase		
MYCTH_2303748	Ca2+ insensitive EF hand(ain1)	SAC6	
MYCTH_2303750	Vacuolar sorting protein 9 (VPS9) domain		
MYCTH_2303752	lysis of subvacuolar cytoplasm to vacuole targeted bodies(ATG15)	ATG15	3.1.1.3
MYCTH_2303754	RING-type zinc-finger		2.3.2.27
MYCTH_2303755	Belongs to the enoyl-CoA hydratase isomerase family	EHD3	4.2.1.17
MYCTH_2303763	Paf1	PAF1	
MYCTH_2303766	40s ribosomal protein(RPS22)	RPS22A	
MYCTH_2303773	Peptidyl-prolyl cis-trans isomerase		5.2.1.8
MYCTH_2303774			
MYCTH_2303780	protein kinase activity		
MYCTH_2303781	Chloride channel protein(GEF2)	GEF1	
MYCTH_2303791	Scavenger mRNA decapping enzyme C-term binding	FDH1	
MYCTH_2303798	Pentatricopeptide repeat domain		
MYCTH_2303799	Belongs to the histidine acid phosphatase family		3.1.3.2
MYCTH_2303801	Belongs to the small GTPase superfamily. Rho family(cdc42)	CDC42	
MYCTH_2303804	tRNA synthetases class II (D, K and N)	DED81	6.1.1.22
MYCTH_2303808	Putative RRM domain	MRN1	
MYCTH_2303810	Mis12 protein	MTW1	
MYCTH_2303811	YL1 nuclear protein C-terminal domain		
MYCTH_2303813	Pyridoxal-phosphate dependent enzyme	YGR012W	2.5.1.47
MYCTH_2303816			
MYCTH_2303817	Ribosomal protein L19	IMG1	
MYCTH_2303819	Belongs to the TrkH potassium transport family(TRK1)	TRK2	
MYCTH_2303821	Helicase conserved C-terminal domain(SSL2)	SSL2	3.6.4.12
MYCTH_2303826	FAD linked oxidases, C-terminal domain(DLD2)	DLD2	1.1.99.40
MYCTH_2303828	C6 zinc finger		
MYCTH_2303831	DNA ligase(cdc17)	CDC9	6.5.1.1,6.5.1.6,6.5.1.7
MYCTH_2303832	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)(PDA1)	PDA1	1.2.4.1
MYCTH_2303838	A Receptor for Ubiquitination Targets	CDC4	
MYCTH_2303843	ZIP Zinc transporter	ATX2	
MYCTH_2303849	CTD kinase subunit gamma CTK3 C-terminus		
MYCTH_2303853	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits(MDN1)	MDN1	
MYCTH_2303859	A49-like RNA polymerase I associated factor(RPA49)	RPA49	
MYCTH_2303861	Lipopolysaccharide kinase (Kdo/WaaP) family	CMK2	2.7.11.1,2.7.11.17
MYCTH_2303862	Lipopolysaccharide kinase (Kdo/WaaP) family		2.7.11.1,2.7.11.17
MYCTH_2303864	Short chain dehydrogenase		
MYCTH_2303867	Component of the SWR1 complex which mediates the ATP- dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. Involved in chromosome stability(SWC5)	SWC5	
MYCTH_2303871	WD domain, G-beta repeat		
MYCTH_2303876	ZIP Zinc transporter(ZRT3)	ZRT3	
MYCTH_2303878	MBOAT, membrane-bound O-acyltransferase family	ARE2	2.3.1.20,2.3.1.75,2.3.1.76
MYCTH_2303882	Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family(STE14)	STE14	2.1.1.100
MYCTH_2303885	Putative transmembrane protein 170	YPR153W	
MYCTH_2303887	peroxisomal membrane protein		
MYCTH_2303896	Rdx family		
MYCTH_2303901	PHD-like zinc-binding domain	NTO1	
MYCTH_2303903	Leucine rich repeat	CYR1	
MYCTH_2303908			
MYCTH_2303910	e3 binding domain(PDX1)	PDX1	2.3.1.12
MYCTH_2303918	Fungal specific transcription factor domain	ASG1	
MYCTH_2303921	Catechol dioxygenase N terminus		1.13.11.1
MYCTH_2303924	OPT oligopeptide transporter protein	OPT1	
MYCTH_2303929	Belongs to the beta-ketoacyl-ACP synthases family(CEM1)	CEM1	2.3.1.179
MYCTH_2303933	Belongs to the dihydrofolate reductase family	DFR1	1.5.1.3
MYCTH_2303934	Filamentation protein		
MYCTH_2303936	rRNA processing/ribosome biogenesis		
MYCTH_2303937	WW domain protein		
MYCTH_2303939	Glycosyl hydrolases family 16		
MYCTH_2303940			
MYCTH_2303945	Dihydrouridine synthase (Dus)(DUS1)	DUS1	1.3.1.88
MYCTH_2303946	to Saccharomyces cerevisiae BNI4 (YNL233W)(BNI4)	BNI4	
MYCTH_2303950	Domain in DAP-5, eIF4G, MA-3 and other proteins.(CWC22)	CWC22	
MYCTH_2303954			
MYCTH_2303957			
MYCTH_2303964			
MYCTH_2303965	DnaJ molecular chaperone homology domain(PAM18)	PAM18	
MYCTH_2303980	Protein of unknown function (DUF1295)		
MYCTH_2303986	Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand(TOP3)	TOP3	5.99.1.2
MYCTH_2303987	Putative Sin3 binding protein(STB3)	STB3	
MYCTH_2303995			
MYCTH_2303996			
MYCTH_2304000	Zinc-ribbon like family	SEA4	
MYCTH_2304003	rRNA-processing protein Efg1(efg1)	EFG1	
MYCTH_2304004			
MYCTH_2304008	RNA 2'-phosphotransferase, Tpt1 / KptA family(TPT1)	TPT1	2.7.1.160
MYCTH_2304011	cell wall anchor		
MYCTH_2304014	Dual specificity phosphatase, catalytic domain(CPP1)	MSG5	3.1.3.48
MYCTH_2304021	Pfam:KH_3(HEK2)	PBP2	
MYCTH_2304022	Leucine Rich repeat	GRR1	
MYCTH_2304023			
MYCTH_2304027	PAS domain(FUN31)	PSK1	
MYCTH_2304032	GidA associated domain 3	RIM1	
MYCTH_2304034	GidA associated domain 3(MTO1)	MTO1	
MYCTH_2304036	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	CRD1	2.7.8.41
MYCTH_2304038	Gti1/Pac2 family		
MYCTH_2304039	Tyrosyl-DNA phosphodiesterase		
MYCTH_2304041	Proline-rich nuclear receptor coactivator motif		
MYCTH_2304045	Anaphase-promoting complex subunit 11 RING-H2 finger(HRT1)	HRT1	2.3.2.32
MYCTH_2304051	CorA-like Mg2+ transporter protein	ALR2	
MYCTH_2304053	Belongs to the small Tim family(TIM8)	TIM8	
MYCTH_2304055	60S ribosomal protein(RPL25)	RPL25	
MYCTH_2304056	S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the N(1) position of an adenine present in helix 65 in 25S rRNA(BMT2)	YBR141C	2.1.1.286
MYCTH_2304063	Protein tyrosine kinase(TPK2)	KSP1	
MYCTH_2304071	helicase superfamily c-terminal domain(MRH4)	MRH4	3.6.4.13
MYCTH_2304073			
MYCTH_2304075	Extension to Ser/Thr-type protein kinases(TPK2)	TPK2	2.7.11.11
MYCTH_2304079	Legume-like lectin family	UIP5	
MYCTH_2304085	Probably involved in transcription regulation via its interaction with the INO80 complex, a chromatin remodeling complex(ARP8)	ARP8	
MYCTH_2304087	response to estrogen		
MYCTH_2304098	PHD zinc finger		
MYCTH_2304102	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate(LEU2)	LEU2	1.1.1.85
MYCTH_2304104	Phosphotransferase enzyme family		
MYCTH_2304106	Glycogen recognition site of AMP-activated protein kinase		
MYCTH_2304108	Pfam:DUF1762		
MYCTH_2304109			
MYCTH_2304111	Phosphoglycerate mutase family(TFC7)	TFC7	
MYCTH_2304112	Serine threonine-protein kinase ppk6		
MYCTH_2304113	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.	GYP1	
MYCTH_2304115			
MYCTH_2304118	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins	DER1	
MYCTH_2304122	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)(ADI1)	ADI1	1.13.11.53,1.13.11.54
MYCTH_2304124	NAD dependent epimerase/dehydratase family(ADI1)	YMR226C	
MYCTH_2304127	GDP-mannose transmembrane transport(VRG4)	VRG4	
MYCTH_2304130	serine-rich protein		
MYCTH_2304133	Belongs to the membrane-bound acyltransferase family(ale1)	ALE1	2.3.1.23,2.3.1.51
MYCTH_2304135			
MYCTH_2304137	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. The MDM12-MMM1 subcomplex functions in the major beta-barrel assembly pathway that is responsible for biogenesis of all outer membrane beta-barrel proteins, and acts in a late step after the SAM complex. The MDM10-MDM12-MMM1 subcomplex further acts in the TOM40-specific pathway after the action of the MDM12-MMM1 complex. Essential for establishing and maintaining the structure of mitochondria and maintenance of mtDNA nucleoids(MMM1)	MMM1	
MYCTH_2304140	Belongs to the STXBP unc-18 SEC1 family(VPS45)	VPS45	
MYCTH_2304142	Glutathione synthetase(GSH2)	GSH2	6.3.2.3
MYCTH_2304143	SNF2 family N-terminal domain	RAD54	
MYCTH_2304147	Aminotransferase class I and II(HEM1)	HEM1	2.3.1.37
MYCTH_2304154			
MYCTH_2304164	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily(ADE13)	ADE13	4.3.2.2
MYCTH_2304176	Thiamine monophosphate synthase(THI6)	THI6	2.5.1.3,2.7.1.50
MYCTH_2304177	Isochorismatase family		
MYCTH_2304184	GDSL-like Lipase/Acylhydrolase family	IAH1	
MYCTH_2304187			
MYCTH_2304190	CPSF A subunit region(RSE1)	RSE1	
MYCTH_2304195	Zinc-finger of mitochondrial splicing suppressor 51(MSS51)	MSS51	
MYCTH_2304197	PXA domain		
MYCTH_2304200	CENP-B N-terminal DNA-binding domain		
MYCTH_2304202			
MYCTH_2304203	C-terminal region of MMR_HSR1 domain(RBG1)	RBG1	
MYCTH_2304213	Alkbh6 protein		
MYCTH_2304224	Protein of unknown function (DUF2457)		
MYCTH_2304227	Patatin-like phospholipase domain-containing protein	TGL5	
MYCTH_2304231	GPI anchored serine-rich protein		
