Gene	Description	Symbol	EC
ANI_1_320044	UPF0075 domain protein		
ANI_1_320064	Elongation factor(TEF3)		
ANI_1_320094	assists the folding of proteins upon ATP hydrolysis(CCT5)		
ANI_1_320124			
ANI_1_320134	Belongs to the malate synthase family		2.3.3.9
ANI_1_320154	S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the N(1) position of an adenine present in helix 65 in 25S rRNA(BMT2)		2.1.1.286
ANI_1_320184	AAA-ATPase Vps4-associated protein 1		
ANI_1_3202014	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPO21)		2.7.7.6
ANI_1_3202024	fungal specific transcription factor		
ANI_1_32034	Domain of unknown function (DUF4267)		
ANI_1_3204014	ubiquitin-protein ligase Sel1(HRD3)		
ANI_1_3206014	DNA repair protein Dds20		
ANI_1_3206024			
ANI_1_3208014			
ANI_1_3208024	Protein of unknown function (DUF1275)		
ANI_1_3210014	B-zip transcription factor		
ANI_1_3210024	FAD-binding domain(FRP1)		
ANI_1_32104	C2 domain protein		
ANI_1_32114	DNA-directed RNA polymerase II subunit RPB11a(RPB11)		
ANI_1_3212014	N-acylethanolamine amidohydrolase		3.5.1.4
ANI_1_3212024	Exo-beta-1,3-glucanase		3.2.1.58
ANI_1_32124	Belongs to the AAA ATPase family		
ANI_1_32134	Belongs to the protein kinase superfamily(gsk3)		2.7.11.1,2.7.11.26
ANI_1_3214014	-phosphodiesterase(PDE1)		3.1.4.17
ANI_1_3214024	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_3216014	Components of the endosome-vacuole trafficking pathway that regulates nutrient transport. May be involved in processes which determine whether plasma membrane proteins are degraded or routed to the plasma membrane (By similarity)(ssh4)		
ANI_1_3216024	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_32174	ATP-dependent RNA helicase associated with the nuclear pore complex and essential for mRNA export from the nucleus. May participate in a terminal step of mRNA export through the removal of proteins that accompany mRNA through the nucleopore complex. May also be involved in early transcription (By similarity)(DBP5)		3.6.4.13
ANI_1_3218014	Gelsolin repeat protein		
ANI_1_3218024			
ANI_1_322064			
ANI_1_322094	Chromo shadow domain		
ANI_1_322104	AMP-binding enzyme C-terminal domain		
ANI_1_322124	Hydrophobic surface binding protein A		
ANI_1_322154	60S ribosomal protein(RPL25)		
ANI_1_322184	Dual specificity phosphatase(YVH1)		3.1.3.16,3.1.3.48
ANI_1_3222014			
ANI_1_3222024	Belongs to the MIP aquaporin (TC 1.A.8) family		
ANI_1_3224014	AMP binding domain protein		
ANI_1_3224024			
ANI_1_3226014	SDA1 domain protein(SDA1)		
ANI_1_3226024	Belongs to the cytochrome P450 family		
ANI_1_3228014	Ribonucleotide reductase inhibitor		
ANI_1_3228024	Telomere recombination		
ANI_1_3230014			
ANI_1_3230024	Fungal specific transcription factor domain		
ANI_1_3232014	EBP domain protein		5.3.3.5
ANI_1_3232024			
ANI_1_3234014			
ANI_1_3234024			
ANI_1_3236014	DsDNA-dependent ATPase (Rad54b)(RDH54)		
ANI_1_3236024	Acyclic terpene utilisation family protein AtuA		
ANI_1_3238014	Choline transport protein		
ANI_1_3238024	CoA-transferase family III		
ANI_1_3240014			
ANI_1_3240024	Fungal specific transcription factor domain		
ANI_1_324014	Bacterial signalling protein N terminal repeat		
ANI_1_324024			
ANI_1_324064	Sister chromatid cohesion factor (Chl12)(ctf18)		
ANI_1_324084	Actin cytoskeleton organization protein App1		
ANI_1_324094	Spinocerebellar ataxia type 10 protein domain		2.3.1.225
ANI_1_324114	Transcription factor		
ANI_1_324124			
ANI_1_324154	Tim10/DDP family zinc finger(TIM8)		
ANI_1_324184	C2H2 finger domain protein		
ANI_1_3242014	Polysaccharide deacetylase family protein		
ANI_1_3242024	Carboxylesterase family		
ANI_1_3244014	Transcription factor		
ANI_1_3244024	Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group(cnxH)		2.8.1.12
ANI_1_3246014	Proteasome assembly chaperone 4		
ANI_1_3246024			
ANI_1_3248014	N2227		2.1.1.22
ANI_1_3248024			
ANI_1_3250014	endonuclease exonuclease phosphatase family protein		
ANI_1_3250024	Essential protein Yae1, N terminal(YAE1)		
ANI_1_3252014	Protein of unknown function (DUF3445)		
ANI_1_3252024			
ANI_1_3254014			
ANI_1_3254024	SD08430p		
ANI_1_3256014	glucose-methanol-choline oxidoreductase		
ANI_1_3256024	Cenp-O kinetochore centromere component		
ANI_1_3258014	transamidase(GPI8)		
ANI_1_3258024	IBR domain-containing protein		
ANI_1_3260014	DNA replication initiation factor Cdc45(CDC45)		
ANI_1_3260024	Cryptococcal mannosyltransferase 1		
ANI_1_326014	Belongs to the thioredoxin family(TRX1)		
ANI_1_326024	KH domain protein		
ANI_1_326064	Ribosomal protein L1p/L10e family(CIC1)		
ANI_1_326074	Formin binding protein (FNB3)(PRP40)		
ANI_1_326134	Choline transport protein(HNM1)		
ANI_1_326154	Cell cycle control protein Cwf14(BUD31)		
ANI_1_3262014	Putative nucleotide-binding of sugar-metabolising enzyme		
ANI_1_3262024			
ANI_1_3264014	Putative nucleotide-binding of sugar-metabolising enzyme		
ANI_1_3264024	organic heteropentacyclic compound biosynthetic process		
ANI_1_3266014	poly(A) polymerase(PAP1)		2.7.7.19
ANI_1_3266024	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
ANI_1_3268014	Saccharopine dehydrogenase(LYS9)		1.5.1.10,2.5.1.16
ANI_1_3268024	Polysaccharide deacetylase		
ANI_1_3270014	alpha-amylase		3.2.1.1
ANI_1_3270024	Belongs to the DEAD box helicase family		3.6.4.13
ANI_1_3272014	Glutathione synthetase		6.3.2.3
ANI_1_3272024	Pantothenate kinase		2.7.1.33
ANI_1_3274014	F-box domain-containing protein		
ANI_1_3274024	phosphatidylinositol UDP-GlcNAc transferase PIG-C(GPI2)		3.4.11.19
ANI_1_3276014	DUF1014 domain protein		
ANI_1_3276024	Belongs to the glycosyl hydrolase 18 family		3.2.1.14
ANI_1_3278024	Sensor histidine kinase response regulator		
ANI_1_3280024	MFS transporter		
ANI_1_328014			
ANI_1_328034	Glycosyltransferase family 25 (LPS biosynthesis protein)		
ANI_1_328064	Electron transfer flavoprotein(ETF1)		
ANI_1_328094			
ANI_1_328134	MRNA-nucleus export ATPase (Elf1)(NEW1)		
ANI_1_328144	Enoyl-CoA hydratase/isomerase(ECI1)		5.3.3.8
ANI_1_328154	Forkhead transcription factor(HCM1)		
ANI_1_328184	Belongs to the syntaxin family(PEP12)		
ANI_1_3282014	SNF2 family N-terminal domain		
ANI_1_3282024			
ANI_1_3284014			
ANI_1_3284024	Protein of unknown function (DUF1593)		
ANI_1_3286024	Extracellular serine-rich protein		
ANI_1_3288014			
ANI_1_3290014	Pyridine nucleotide-disulphide oxidoreductase		
ANI_1_3290024	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains		
ANI_1_3292014	domain protein		
ANI_1_3292024			
ANI_1_3294014	Ubiquitin-conjugating enzyme E2, catalytic domain homologues		
ANI_1_3294024	to Saccharomyces cerevisiae SLG1 (YOR008C)(wsc1)		
ANI_1_3296014	JmjC domain protein		1.14.11.27
ANI_1_3296024	Glutaminase GtaA		
ANI_1_3298014	GTP-binding protein(MTG2)		1.14.11.27
ANI_1_3298024	Arylsulfotransferase (ASST)		
ANI_1_3300014	MFS multidrug transporter		
ANI_1_3300024	Annexin ANXC4		
ANI_1_330014	AP-1 adaptor complex subunit gamma(APL4)		
ANI_1_330024	MFS phosphate transporter		
ANI_1_330064	sun domain protein(SUN4)		
ANI_1_330074	Belongs to the peroxisomal membrane protein PXMP2 4 family		
ANI_1_330084	Domain of unknown function (DUF1932)		
ANI_1_330094			
ANI_1_330114			
ANI_1_330124	Catalyzes the hydrolysis of cutin, a polyester that forms the structure of plant cuticle		3.1.1.74
ANI_1_330144	Capsule polysaccharide biosynthesis protein		
ANI_1_330164	Belongs to the GST superfamily(URE2)		2.5.1.18
ANI_1_3302014	C6 transcription factor (UaY)		
ANI_1_3302024	Vacuolar protein sorting-associated protein 62(VPS62)		
ANI_1_3304014	Very-long-chain 3-oxoacyl-CoA synthase		
ANI_1_3304024	Dopa 4,5-dioxygenase family		
ANI_1_3306014	Acetylserotonin methytransferase-like protein (ASMTL)		
ANI_1_3306024	MRNA decapping hydrolase		3.6.1.59
ANI_1_3308014			
ANI_1_3310024	Signal transducer		
ANI_1_3312014			
ANI_1_3312024	Cytochrome P450		
ANI_1_3314024	Cytochrome P450		
ANI_1_3316024	Cryptococcal mannosyltransferase 1		
ANI_1_3318014	Catalytic activity 4 benzenediol O(2) 4 benzosemiquinone 2 H(2)O		
ANI_1_3318024	Transporter		
ANI_1_3320014	finger domain protein		
ANI_1_3320024	Belongs to the beta-ketoacyl-ACP synthases family(CEM1)		2.3.1.179
ANI_1_332014	CCAAT-binding factor complex subunit HapC(HAP3)		
ANI_1_332064	Nonsense-mediated mRNA decay factor (Upf2)(NMD2)		
ANI_1_332074	Belongs to the phosphoglycerate kinase family(PGK1)		2.7.2.3
ANI_1_332094	GDP-mannose pyrophosphorylase A		2.7.7.13
ANI_1_332114	non-ribosomal peptide synthetase		
ANI_1_332154	Peptidase family C78		
ANI_1_332184	Belongs to the diphosphomevalonate decarboxylase family(MVD1)		4.1.1.33
ANI_1_3322014	von Willebrand factor (vWF) type A domain		
ANI_1_3322024	SAGA complex component(sgf73)		
ANI_1_3324014	Phosphoglycerate mutase family(TFC7)		
ANI_1_3324024	TFIIIC subunit		
ANI_1_3326014	Ubiquitin family		
ANI_1_3326024	Belongs to the type-B carboxylesterase lipase family		
ANI_1_3328014	Anaphase promoting complex subunit 10 (APC10)		
ANI_1_3328024	integral membrane protein		
ANI_1_3330014	Orotidine 5'-phosphate decarboxylase / HUMPS family		
ANI_1_3330024	PHD finger and JmjC domain protein(JHD1)		1.14.11.27
ANI_1_3332014			
ANI_1_3332024	pre-mRNA branch site protein p14		
ANI_1_3334014	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins(RET2)		
ANI_1_3334024	Small nucleolar ribonucleoprotein complex subunit(UTP18)		
ANI_1_3336014	Protein of unknown function (DUF2420)		
ANI_1_3338014	C6 transcription factor		
ANI_1_3338024	Belongs to the sirtuin family. Class I subfamily(HST2)		
ANI_1_3340014	Fructosamine kinase		
ANI_1_3340024	COG4 transport protein(COG4)		
ANI_1_334014	Acetamidase regulatory protein		
ANI_1_334024	DNA repair protein rad9		3.1.11.2
ANI_1_334064			
ANI_1_334074	proteasome complex subunit Sem1(SEM1)		
ANI_1_334094	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
ANI_1_334114	Polyamine oxidase		1.5.3.14,1.5.3.16
ANI_1_334154	Broad-specificity nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nucleoside triphosphates and monophosphates. Has also ATPase activity. May be involved in rRNA maturation and transcription regulation(FAP7)		2.7.4.3
ANI_1_334164			
ANI_1_334184	Acts as subunit of the RNA polymerase II elongator complex, which is a histone acetyltransferase component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation(ELP1)		
ANI_1_3342014	WD domain protein		
ANI_1_3342024	dienelactone hydrolase		
ANI_1_3344014			
ANI_1_3344024	IdgA domain protein		2.7.1.83,4.2.1.70
ANI_1_3346014	Phosphatidylethanolamine-binding protein		
ANI_1_3346024	ribosomal protein		
ANI_1_3348014	Protein kinase domain		
ANI_1_3348024	Fusaric acid resistance protein-like		
ANI_1_3350014	Protein kinase domain		
ANI_1_3350024	Major Facilitator Superfamily		
ANI_1_3352014	Ribonuclease H protein		
ANI_1_3352024	MmgE/PrpD family		
ANI_1_3354014	Major Facilitator Superfamily		
ANI_1_3354024			
ANI_1_3356014	Major Facilitator Superfamily		
ANI_1_3356024	fungal specific transcription factor		
ANI_1_3358024	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine(UNG1)		3.2.2.27
ANI_1_3360014	Cytochrome P450		
ANI_1_3360024	Vacuolar effluxer which mediate the efflux of amino acids resulting from autophagic degradation. The release of autophagic amino acids allows the maintenance of protein synthesis and viability during nitrogen starvation(ATG22)		
ANI_1_336014	O-methyltransferase		
ANI_1_336094	lysyl-tRNA synthetase(KRS1)		6.1.1.6
ANI_1_336114	Glycosyl hydrolases family 16		
ANI_1_336124			
ANI_1_336144	Aldo/keto reductase family		1.1.1.65
ANI_1_336184	Cytochrome c subunit		
ANI_1_3362014	CRAL TRIO domain protein(CSR1)		
ANI_1_3362024	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)(RGR1)		
ANI_1_3364014	LysM domain		
ANI_1_3364024	yippee-like		
ANI_1_3366014	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_3366024	Deoxycytidylate deaminase(DCD1)		3.5.4.12
ANI_1_3368014			
ANI_1_3368024	E1-like activating enzyme involved in the 2 ubiquitin- like systems required for cytoplasm to vacuole transport (Cvt) and autophagy. Activates atg12 for its conjugation with atg5 and atg8 for its conjugation with phosphatidylethanolamine. Both systems are needed for the atg8 association to Cvt vesicles and autophagosomes membranes. Autophagy is essential for maintenance of amino acid levels and protein synthesis under nitrogen starvation. Required for selective autophagic degradation of the nucleus (nucleophagy) as well as for mitophagy which contributes to regulate mitochondrial quantity and quality by eliminating the mitochondria to a basal level to fulfill cellular energy requirements and preventing excess ROS production. Plays a role in the regulation of filamentous growth and chronological longevity (By similarity)(ATG7)		3.5.4.12
ANI_1_3370014	Protoglobin		
ANI_1_3374014	Taurine catabolism dioxygenase TauD, TfdA family		
ANI_1_3376014	Taurine catabolism dioxygenase TauD, TfdA family		
ANI_1_3378014	Transporter		
ANI_1_3380014	integral membrane protein		
ANI_1_338024	DNA polymerase(POL1)		2.7.7.7
ANI_1_338034	Transcription factor		
ANI_1_338064	Uncharacterised protein family (UPF0121)(POM33)		
ANI_1_338074	MFS multidrug transporter		
ANI_1_338094	Cytochrome C oxidase assembly protein cox15(COX15)		
ANI_1_338104	short-chain dehydrogenase		1.1.1.320
ANI_1_338114	Glutathione S-transferase(GTT1)		2.5.1.18
ANI_1_338154	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family(MYO2)		
ANI_1_338184	ATP dependent RNA helicase (Dob1)(MTR4)		3.6.4.13
ANI_1_3382014	Transcription factor		
ANI_1_3388014	FAD binding domain		
ANI_1_3390014	Zinc finger, C2H2 type		
ANI_1_3392014	Zinc-binding dehydrogenase		
ANI_1_3396014	NRPS-like enzyme		
ANI_1_3398014	integral membrane protein		
ANI_1_34	Hydantoinase B/oxoprolinase		3.5.2.9
ANI_1_3400014	Putative cyclase		
ANI_1_340044	MIT (microtubule interacting and transport) domain		
ANI_1_340064	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family(CDC3)		
ANI_1_340114	Plasma membrane proteolipid 3(PMP3)		
ANI_1_340134	chromatin binding		
ANI_1_340154	Belongs to the nucleosome assembly protein (NAP) family(NAP1)		
ANI_1_340184	Involved in ubiquitin-mediated protein degradation. Regulatory factor in the ubiquitin proteasome pathway that controls the turnover of proteasome substrates. Targets proteasomes to the nucleus and facilitates the degradation of nuclear proteins(STS1)		
ANI_1_3402014	Fungal specific transcription factor domain		
ANI_1_3404014	Creatinase/Prolidase N-terminal domain		
ANI_1_3406014	Sugar (and other) transporter		
ANI_1_3408014	L-asparaginase II		
ANI_1_3410014	Asparaginase		3.5.1.1
ANI_1_34114	Component of the PAN1 actin cytoskeleton-regulatory complex required for the internalization of endosomes during actin-coupled endocytosis. The complex links the site of endocytosis to the cell membrane-associated actin cytoskeleton. Mediates uptake of external molecules and vacuolar degradation of plasma membrane proteins. Plays a role in the proper organization of the cell membrane-associated actin cytoskeleton and promotes its destabilization (By similarity)(PAN1)		
ANI_1_3412014	Fatty acid desaturase		
ANI_1_34124			
ANI_1_34134	Mitochondrial import receptor subunit tom-40(TOM40)		
ANI_1_3414014			
ANI_1_3416014			
ANI_1_34164	WW domain(WWM1)		
ANI_1_34174	Actin polymerization protein Bzz1(bzz1)		
ANI_1_3418014	Cytochrome P450		
ANI_1_3420014	O-methyltransferase		
ANI_1_342014	Belongs to the MCM family(MCM3)		3.6.4.12
ANI_1_342024	Belongs to the DEAD box helicase family(DBP2)		3.6.4.13
ANI_1_342044	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_342064	Component of the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. During transcription elongation the FACT complex acts as a histone chaperone that both destabilizes and restores nucleosomal structure. It facilitates the passage of RNA polymerase II and transcription by promoting the dissociation of one histone H2A-H2B dimer from the nucleosome, then subsequently promotes the reestablishment of the nucleosome following the passage of RNA polymerase II(POB3)		
ANI_1_342104	feruloyl esterase activity		
ANI_1_342114	Sugar (and other) transporter		
ANI_1_342124	Serine protein kinase Sky1(SKY1)		2.7.11.1
ANI_1_342134	Aminotransferase class I and II		2.3.1.47
ANI_1_342144	Tubulin-specific chaperone c		
ANI_1_342154	P-type ATPase		
ANI_1_3424014	PQ loop repeat protein		
ANI_1_3426014	Fungal specific transcription factor domain		
ANI_1_3428014	Aspergillus niger		
ANI_1_3430014	Belongs to the iron ascorbate-dependent oxidoreductase family		
ANI_1_3432014	cytochrome P450		1.14.14.1
ANI_1_3434014			
ANI_1_3436014			
ANI_1_3438014	MFS multidrug transporter		
ANI_1_3440014	Arginase family		3.5.3.11
ANI_1_344014			
ANI_1_344034	Belongs to the thioredoxin family(TRX3)		
