Gene	Description	Symbol	EC
TRIREDRAFT_59582	NmrA-like family		
TRIREDRAFT_59584	Belongs to the complex I LYR family(MZM1)		
TRIREDRAFT_59597	Terpene synthase family, metal binding domain		
TRIREDRAFT_59598	WD domain, G-beta repeat		
TRIREDRAFT_59609	WD40 repeats(SPT8)		
TRIREDRAFT_59624	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_59625	Protein of unknown function (DUF1691)		
TRIREDRAFT_59628	Glycosyl hydrolase catalytic core		
TRIREDRAFT_59642	Serine aminopeptidase, S33		
TRIREDRAFT_59649	Zinc-binding dehydrogenase		
TRIREDRAFT_59655	SAM dependent carboxyl methyltransferase		
TRIREDRAFT_59665			
TRIREDRAFT_59668	Protein kinase C terminal domain(DBF2)		
TRIREDRAFT_59669	FAD binding domain		
TRIREDRAFT_59672	Nitroreductase family		
TRIREDRAFT_59673	Acetyltransferase (GNAT) domain		
TRIREDRAFT_59689	Glycosyl hydrolases family 2		3.2.1.25
TRIREDRAFT_59690	Male sterility protein		
TRIREDRAFT_59697	N-glycosylation protein		
TRIREDRAFT_59698	short-chain dehydrogenase reductase		
TRIREDRAFT_5970	Amidohydrolase family		
TRIREDRAFT_59700	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_59705	UAS(ucp10)		
TRIREDRAFT_5971	Glyoxalase-like domain		
TRIREDRAFT_59723	Carboxylesterase family		
TRIREDRAFT_59726	FAD binding domain of DNA photolyase		4.1.99.3
TRIREDRAFT_59740	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_59746	Isocitrate lyase family		4.1.3.30
TRIREDRAFT_59747	GTPase-activator protein for Rho-like GTPases(RGD1)		
TRIREDRAFT_59751	Ribonucleases P/MRP protein subunit POP1(POP1)		3.1.26.5
TRIREDRAFT_59759	Glutathione-dependent formaldehyde-activating enzyme		
TRIREDRAFT_59760	Fungal specific transcription factor domain		
TRIREDRAFT_59763	Polysaccharide biosynthesis protein		
TRIREDRAFT_59768	Predicted AdoMet-dependent methyltransferase(TRM44)		2.1.1.211
TRIREDRAFT_59770	Aldo/keto reductase family		
TRIREDRAFT_59771	UbiA prenyltransferase family		2.5.1.39
TRIREDRAFT_59775	NAD(P)H-binding		
TRIREDRAFT_59778	G protein-coupled glucose receptor regulating Gpa2		
TRIREDRAFT_5979	Lung seven transmembrane receptor(PTM1)		
TRIREDRAFT_59791	Belongs to the glycosyl hydrolase 18 family		
TRIREDRAFT_59796	Sugar (and other) transporter		
TRIREDRAFT_59801	Protein of unknown function (DUF3645)		
TRIREDRAFT_59814	hTAFII28-like protein conserved region		
TRIREDRAFT_59827	Acetyltransferase (GNAT) domain		
TRIREDRAFT_59830	Enoyl-(Acyl carrier protein) reductase		1.1.1.300
TRIREDRAFT_59833			
TRIREDRAFT_59836	nuclear transport factor 2		
TRIREDRAFT_59838	Protein of unknown function (DUF971)		
TRIREDRAFT_59843	AMP-binding enzyme C-terminal domain		6.2.1.16
TRIREDRAFT_59846	Belongs to the terpene cyclase mutase family		5.4.99.7
TRIREDRAFT_59862	Syntaxin 6, N-terminal		
TRIREDRAFT_59876	Luciferase-like monooxygenase		1.14.14.5
TRIREDRAFT_59887	FMN-dependent dehydrogenase		
TRIREDRAFT_59894	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)(PDR16)		
TRIREDRAFT_59900	NmrA-like family		
TRIREDRAFT_5991	importin 13(PDR6)		
TRIREDRAFT_59919	Ribonuclease-III-like		
TRIREDRAFT_59936	Hypothetical protein FLILHELTA		
TRIREDRAFT_59940	ThiJ/PfpI family-like		
TRIREDRAFT_59944	Protein phosphatase 2A homologues, catalytic domain.(CNA1)		3.1.3.16
TRIREDRAFT_59951	CobW/HypB/UreG, nucleotide-binding domain		
TRIREDRAFT_59952	Amino acid permease		
TRIREDRAFT_59958	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity		
TRIREDRAFT_59964	Replication factor A protein 3		
TRIREDRAFT_59987	Belongs to the ubiquitin-conjugating enzyme family(ubc7)		2.3.2.23
TRIREDRAFT_59988	DUF4217(HAS1)		3.6.4.13
TRIREDRAFT_59991	Mak16 protein C-terminal region(mak16)		
TRIREDRAFT_59994	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37(tit1)		2.5.1.75
TRIREDRAFT_60000	Belongs to the ubiquitin-conjugating enzyme family		2.3.2.23
TRIREDRAFT_60002			
TRIREDRAFT_60004	Fungal specific transcription factor domain		
TRIREDRAFT_60008	Phosphatidylethanolamine-binding protein(MRPL35)		
TRIREDRAFT_60018	Phosphoribulokinase / Uridine kinase family		
TRIREDRAFT_60028	Phosphorylase superfamily		
TRIREDRAFT_60033	Enoyl-(Acyl carrier protein) reductase(SOU1)		1.1.1.289
TRIREDRAFT_6005	Major Facilitator Superfamily		
TRIREDRAFT_60051	Anticodon binding domain of tRNAs(GCN2)		2.7.11.1
TRIREDRAFT_60052	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_60067	Dihydrodipicolinate synthetase family		4.1.2.54
TRIREDRAFT_60085	Belongs to the glycosyl hydrolase 31 family		
TRIREDRAFT_60086	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_60089	Succinate dehydrogenase cytochrome(SDH3)		
TRIREDRAFT_60091	Peptidase S24-like		
TRIREDRAFT_60095	Mitochondrial PGP phosphatase		3.1.3.27
TRIREDRAFT_6011	DDHD		
TRIREDRAFT_60115	breast cancer carboxy-terminal domain(RAD9)		3.1.27.9
TRIREDRAFT_60116	ABC transporter transmembrane region		
TRIREDRAFT_60118	Enoylreductase		
TRIREDRAFT_60123	ACT domain		
TRIREDRAFT_60132	zinc finger		
TRIREDRAFT_60136	Involved in the initiation of assembly of the COPII coat required for the formation of transport vesicles from the endoplasmic reticulum (ER) and the selection of cargo molecules. Also involved in autophagy(SEC16)		
TRIREDRAFT_6014	Protein of unknown function (DUF1115)(prp3)		
TRIREDRAFT_60144	Amino acid permease		
TRIREDRAFT_60149	Ecdysteroid kinase		
TRIREDRAFT_6015	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPA190)		2.7.7.6
TRIREDRAFT_60162	Anaphase-promoting complex, cyclosome, subunit 3(cut9)		
TRIREDRAFT_60163	Alpha/beta hydrolase family		
TRIREDRAFT_60177	Major Facilitator Superfamily		
TRIREDRAFT_60182	Phosphotransferase enzyme family		
TRIREDRAFT_60187	Belongs to the enoyl-CoA hydratase isomerase family		
TRIREDRAFT_60194	Phospholipase C, catalytic domain (part); domain Y		3.1.4.11
TRIREDRAFT_60206	GMC oxidoreductase		
TRIREDRAFT_60215	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_60216			
TRIREDRAFT_60222	Involved in the initiation of assembly of the COPII coat required for the formation of transport vesicles from the endoplasmic reticulum (ER) and the selection of cargo molecules. Also involved in autophagy(SEC16)		
TRIREDRAFT_60232	Protein of unknown function (DUF971)		1.14.11.8
TRIREDRAFT_60243	Adaptor complexes medium subunit family(apm1)		
TRIREDRAFT_60250	tRNA synthetases class I (C) catalytic domain(CYR1)		6.1.1.16
TRIREDRAFT_60255	tRNA intron endonuclease, catalytic C-terminal domain(SEN2)		3.1.27.9
TRIREDRAFT_60270	DUF1785		
TRIREDRAFT_60282	Fungal specific transcription factor domain		
TRIREDRAFT_60283	Histone acetylation protein(RTT109)		
TRIREDRAFT_60300	Rrp15p(RRP15)		
TRIREDRAFT_60319	Cleft lip and palate transmembrane protein 1 (CLPTM1)		
TRIREDRAFT_60328	Dopa 4,5-dioxygenase family		
TRIREDRAFT_60329	Major Facilitator Superfamily		
TRIREDRAFT_60331	Rab subfamily of small GTPases		
TRIREDRAFT_60337	Glutathione S-transferase, C-terminal domain		
TRIREDRAFT_60338	tRNA methyltransferase complex GCD14 subunit(TRM61)		2.1.1.219,2.1.1.220
TRIREDRAFT_60345	COG (conserved oligomeric Golgi) complex component, COG2		
TRIREDRAFT_60346	chorismate binding enzyme		2.6.1.85
TRIREDRAFT_60349	Vacuolar-sorting protein 54, of GARP complex(SEC8)		3.4.11.9
TRIREDRAFT_60352	Pyridine nucleotide-disulphide oxidoreductase		
TRIREDRAFT_6037	Bin/amphiphysin/Rvs domain for vesicular trafficking(GVP36)		
TRIREDRAFT_60370			
TRIREDRAFT_60374	GMC oxidoreductase		
TRIREDRAFT_60378	Belongs to the AAA ATPase family		
TRIREDRAFT_60392	Tim17/Tim22/Tim23/Pmp24 family(TIM22)		
TRIREDRAFT_60402	GTP-binding protein TrmE N-terminus(MSS1)		
TRIREDRAFT_60406	2Fe-2S iron-sulfur cluster binding domain(YAH1)		
TRIREDRAFT_60418	Belongs to the aldehyde dehydrogenase family(ALD5)		1.2.1.3,1.2.1.5
TRIREDRAFT_60419	Fibronectin type 3 domain		
TRIREDRAFT_60422	Phosphoenolpyruvate phosphomutase		
TRIREDRAFT_60425	Mechanosensitive ion channel		
TRIREDRAFT_60426	centromere kinetochore protein(YTM1)		
TRIREDRAFT_60445	mannose-6-phosphate isomerase activity		
TRIREDRAFT_60450	Hus1-like protein(hus1)		
TRIREDRAFT_60456	Survival protein SurE		3.1.3.5
TRIREDRAFT_60458	Pfam:HxxPF_rpt		
TRIREDRAFT_60467	Major Facilitator Superfamily		
TRIREDRAFT_60482	NAD dependent epimerase dehydratase		
TRIREDRAFT_60487			
TRIREDRAFT_60489	Catalyzes the hydrolysis of cutin, a polyester that forms the structure of plant cuticle		3.1.1.74
TRIREDRAFT_60490	Nitronate monooxygenase		1.13.12.16
TRIREDRAFT_60492	Catalytic subunit of the SLX1-SLX4 structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA(SLX1)		
TRIREDRAFT_60493	FtsJ-like methyltransferase		
TRIREDRAFT_60498	RNA polymerase II-binding domain.		
TRIREDRAFT_60508	UV-endonuclease UvdE(RMS1)		
TRIREDRAFT_60517	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_60518	Enoyl-(Acyl carrier protein) reductase		1.1.1.349
TRIREDRAFT_60551	Amino acid permease		
TRIREDRAFT_60557			
TRIREDRAFT_60558	Fungal specific transcription factor domain		
TRIREDRAFT_60560	NAD dependent epimerase dehydratase		
TRIREDRAFT_60562	Gamma-glutamyl cyclotransferase, AIG2-like		
TRIREDRAFT_60564	Mitochondrial protein Pet127(PET127)		
TRIREDRAFT_60565	C6 zinc finger domain protein		
TRIREDRAFT_6057	Protein of unknown function (DUF1765)		
TRIREDRAFT_60578	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_60581	Peptidase dimerisation domain		4.3.1.15
TRIREDRAFT_60585	RNA polymerase III transcription factor (TF)IIIC subunit(TFC1)		
TRIREDRAFT_60591	Ribosome biogenesis protein Nop16(NOP16)		
TRIREDRAFT_60608	Redoxin		1.11.1.15
TRIREDRAFT_60616	Protein of unknown function (Ytp1)		
TRIREDRAFT_60626	Sec23/Sec24 beta-sandwich domain(SEC24)		
TRIREDRAFT_60627	Plays a complex role in regulating the basal catalytic activity of the alpha subunit		
TRIREDRAFT_60634	Component of the core-TFIIH basal transcription factor involved in nucleotide excision repair (NER) of DNA(TFB2)		
TRIREDRAFT_60635	Glycosyl hydrolase family 92		
TRIREDRAFT_60638	NAD dependent epimerase dehydratase		
TRIREDRAFT_60664	Pleckstrin homology domain.(SLM2)		
TRIREDRAFT_60665	Fungal specific transcription factor domain		
TRIREDRAFT_6067			
TRIREDRAFT_60671	Metallo-beta-lactamase superfamily		
TRIREDRAFT_60676	Caspase domain(MCA1)		
TRIREDRAFT_60698	Oxidoreductase-like protein, N-terminal		
TRIREDRAFT_60729	Ca2+ regulator and membrane fusion protein Fig1		
TRIREDRAFT_60737	CUE domain		
TRIREDRAFT_60739	Enoyl-(Acyl carrier protein) reductase		1.1.1.300
TRIREDRAFT_60743	Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)		
TRIREDRAFT_60751	Condensation domain		
TRIREDRAFT_60752	Belongs to the type-B carboxylesterase lipase family		
TRIREDRAFT_60756	Uncharacterized protein conserved in bacteria (DUF2263)		
TRIREDRAFT_60758	Methyltransferase domain		
TRIREDRAFT_60761	CP2 transcription factor		
TRIREDRAFT_60768	RF-1 domain		3.1.1.29
TRIREDRAFT_60769	Helix-hairpin-helix class 2 (Pol1 family) motifs(EXO1)		
TRIREDRAFT_60771	Binds specifically to cytosolic chaperonin (c-CPN) and transfers target proteins to it. Binds to nascent polypeptide chain and promotes folding in an environment in which there are many competing pathways for nonnative proteins		
TRIREDRAFT_60773	Ankyrin repeats (many copies)		
TRIREDRAFT_60779	Kinetochore protein Mis14 like		
TRIREDRAFT_60780	Programmed cell death protein 2, C-terminal putative domain		
TRIREDRAFT_60784	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
TRIREDRAFT_60791	Belongs to the peptidase S8 family		
TRIREDRAFT_60793	Frag1/DRAM/Sfk1 family(CWH43)		
TRIREDRAFT_60796	PB1 domain		
TRIREDRAFT_60810	GPR1/FUN34/yaaH family		
TRIREDRAFT_60814	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)(PET112)		6.3.5.6,6.3.5.7
TRIREDRAFT_60815	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)(CSR1)		
TRIREDRAFT_60825	Belongs to the cytochrome P450 family		
TRIREDRAFT_60835	Belongs to the aldehyde dehydrogenase family		
TRIREDRAFT_60847	Belongs to the ATPase C chain family		
TRIREDRAFT_60849	Erv1 / Alr family(ERV1)		1.8.3.2
TRIREDRAFT_6085	Enoyl-CoA hydratase/isomerase		
TRIREDRAFT_60850	Translation-initiation factor 2(IFM1)		
TRIREDRAFT_60855	tRNA (Guanine-1)-methyltransferase(TRM10)		2.1.1.221
TRIREDRAFT_60867	Fringe-like		
TRIREDRAFT_60873	ATP dependent DNA ligase C terminal region		6.5.1.1,6.5.1.6,6.5.1.7
TRIREDRAFT_60879	rRNA processing protein Nop9(NOP9)		
TRIREDRAFT_60887	Ubiquitin fusion degradation protein		
TRIREDRAFT_60889	Major Facilitator Superfamily		
TRIREDRAFT_60890	Aldo/keto reductase family		1.1.1.116
TRIREDRAFT_60897	Fungal specific transcription factor domain		
TRIREDRAFT_60928	Ribosomal protein S17		
TRIREDRAFT_60931	Fungal specific transcription factor domain		
TRIREDRAFT_60945	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family(HXT4)		
TRIREDRAFT_60949	Alpha/beta hydrolase family		
TRIREDRAFT_60951	c2h2 zinc finger protein(SIP5)		
TRIREDRAFT_60956			
TRIREDRAFT_6096	Fumarylacetoacetate (FAA) hydrolase family		3.7.1.5
TRIREDRAFT_60981	zinc finger		
TRIREDRAFT_60987	ABC transporter transmembrane region		
TRIREDRAFT_60988	Sugar (and other) transporter		
TRIREDRAFT_61000	Beta-Casp domain		
TRIREDRAFT_61020	Thioesterase superfamily		
TRIREDRAFT_6103	Sugar (and other) transporter		
TRIREDRAFT_61032	Regulator of chromosome condensation (RCC1) repeat		
TRIREDRAFT_61039	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA(FEN1)		
TRIREDRAFT_61042	Component of the post-replicative DNA mismatch repair system (MMR)(msh2)		
TRIREDRAFT_61043	BUD22(BUD22)		
TRIREDRAFT_61055	serum paraoxonase arylesterase		
TRIREDRAFT_61066	Belongs to the GMC oxidoreductase family		
TRIREDRAFT_6107	Ferric reductase NAD binding domain		
TRIREDRAFT_61074	ABC-2 family transporter protein		
TRIREDRAFT_61075	Rad4 beta-hairpin domain 1		
TRIREDRAFT_61076			
TRIREDRAFT_61078			
TRIREDRAFT_6108	Methyltransferase domain		
TRIREDRAFT_61081	His(2)-Cys(2) zinc finger(SPT10)		
TRIREDRAFT_61097			
TRIREDRAFT_61103	Signal recognition particle		
TRIREDRAFT_61114	Amino acid permease		
TRIREDRAFT_61116	Ferric reductase NAD binding domain		
TRIREDRAFT_61121	Sulfatase		
TRIREDRAFT_61122	Altered inheritance of mitochondria protein 24, mitochondrial(AIM24)		
TRIREDRAFT_61127	Belongs to the peptidase S10 family		
TRIREDRAFT_61134	Uncharacterised ACR, YagE family COG1723		
TRIREDRAFT_61142			
TRIREDRAFT_61153	Uroporphyrinogen-III synthase HemD(HEM4)		4.2.1.75
TRIREDRAFT_61159	Sec34-like family(COG3)		
TRIREDRAFT_61161	Rhomboid family(RBD2)		
TRIREDRAFT_61164			
TRIREDRAFT_61183	mRNA cleavage and polyadenylation factor CLP1 P-loop(GRC3)		
TRIREDRAFT_61189	Tubulin binding cofactor C		
TRIREDRAFT_61190	Belongs to the BolA IbaG family		
TRIREDRAFT_61208	Surface antigen		
TRIREDRAFT_61212	Belongs to the cytochrome P450 family		
TRIREDRAFT_61219	Phosphoribosyl transferase domain(HPT1)		2.4.2.8
TRIREDRAFT_61222	PQ loop repeat		
TRIREDRAFT_61223	Gti1/Pac2 family(PTH2)		
TRIREDRAFT_61227	Cobalamin synthesis protein cobW C-terminal domain		
TRIREDRAFT_61229	Rtf2 RING-finger(rtf2)		
TRIREDRAFT_61239	OB-fold nucleic acid binding domain(SLM5)		6.1.1.22
TRIREDRAFT_61258	Ubiquitin carboxyl-terminal hydrolase, family 1		3.4.19.12
TRIREDRAFT_61278	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family(HGT1)		
TRIREDRAFT_61279	U3 small nucleolar RNA-associated protein 22(UTP22)		
TRIREDRAFT_61284	Methyltransferase domain		
TRIREDRAFT_61288	Saccharomyces cerevisiae YBR246W		3.1.1.97
TRIREDRAFT_61292	MA3 domain(SGD1)		
TRIREDRAFT_61293	Belongs to the type-B carboxylesterase lipase family		3.1.1.8
TRIREDRAFT_61298	DSBA-like thioredoxin domain		
TRIREDRAFT_61304	Metallopeptidase family M24		
TRIREDRAFT_61307			
TRIREDRAFT_61322	Cid1 family poly A polymerase		2.7.7.19
TRIREDRAFT_61350	Hint-domain		
TRIREDRAFT_61354	integral membrane protein		
TRIREDRAFT_61367	Fatty acid desaturase		1.14.19.18
TRIREDRAFT_61374	Major Facilitator Superfamily		
TRIREDRAFT_61382	Integral membrane protein S linking to the trans Golgi network		
TRIREDRAFT_61383	Haloacid dehalogenase-like hydrolase		3.8.1.2
TRIREDRAFT_61402			
TRIREDRAFT_61403	Protein of unknown function (DUF917)		
TRIREDRAFT_61408	GTPase-activator protein for Ras-like GTPases(gap1)		
TRIREDRAFT_61409	A repeated domain in UCH-protein(UBP2)		3.4.19.12
TRIREDRAFT_61420	NAD(P)H-binding		
TRIREDRAFT_61441	Leucine Rich repeat		
TRIREDRAFT_61442	Enoyl-CoA hydratase/isomerase		4.2.1.18
TRIREDRAFT_61462	Hemerythrin HHE cation binding domain		
TRIREDRAFT_61465	Helical region found in SNAREs		
TRIREDRAFT_61470	Belongs to the small GTPase superfamily. SAR1 family(SAR1)		
TRIREDRAFT_61471	Putative transmembrane protein 170		
TRIREDRAFT_61476	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_61486	Type I phosphodiesterase / nucleotide pyrophosphatase(LAS21)		
TRIREDRAFT_61496	Sugar (and other) transporter		
TRIREDRAFT_61503	S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the N(1) position of an adenine present in helix 65 in 25S rRNA(BMT2)		2.1.1.286
TRIREDRAFT_61504	Flavin reductase like domain		
TRIREDRAFT_61508	Pfam:WHIM2		2.4.1.265
TRIREDRAFT_61517			
TRIREDRAFT_61523	CSL zinc finger(DPH3)		
TRIREDRAFT_61526			
TRIREDRAFT_61530	Cnl2/NKP2 family protein		
TRIREDRAFT_61532	Pumilio-like repeats(PUF3)		
TRIREDRAFT_61536	Belongs to the peptidase A1 family		
TRIREDRAFT_61541	Probably involved in transcription regulation via its interaction with the INO80 complex, a chromatin remodeling complex(ARP8)		
TRIREDRAFT_61544	Rad17 cell cycle checkpoint protein(RFC3)		
TRIREDRAFT_61550	helicase superfamily c-terminal domain(DRS1)		3.6.4.13
TRIREDRAFT_61551	DNA polymerase delta, subunit 4		
TRIREDRAFT_61553	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase		4.1.2.22,4.1.2.9
TRIREDRAFT_61556	Nnf1		1.14.18.1
TRIREDRAFT_61567			3.1.1.29
TRIREDRAFT_61570	WD domain, G-beta repeat(rec14)		
TRIREDRAFT_61576			
TRIREDRAFT_61577	NADH ubiquinone oxidoreductase 6.6kD subunit		
TRIREDRAFT_61584	Cation-independent mannose-6-phosphate receptor repeat(MRL1)		
TRIREDRAFT_61588	Dynactin p62 family		
TRIREDRAFT_61595	Ribosomal protein L23, N-terminal domain(RPL25)		
TRIREDRAFT_61605	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
TRIREDRAFT_61618	Serine threonine-protein kinase sgk2		
TRIREDRAFT_61632			
TRIREDRAFT_61675	Potential Queuosine, Q, salvage protein family		
TRIREDRAFT_61677	Acid phosphatase homologues(LCB3)		
TRIREDRAFT_61690	Belongs to the short-chain dehydrogenases reductases (SDR) family		1.1.1.100
TRIREDRAFT_61692	Nuclear condensing complex subunits, C-term domain(YCG1)		
TRIREDRAFT_61701	tRNase Z endonuclease		3.1.26.11
TRIREDRAFT_61703	Protein tyrosine kinase(PAK5)		
TRIREDRAFT_61705	MBOAT, membrane-bound O-acyltransferase family		2.3.1.20,2.3.1.75,2.3.1.76
TRIREDRAFT_61715	RNA pol II promoter Fmp27 protein domain(FMP27)		
TRIREDRAFT_61720	GAF domain(CHK1)		2.7.13.3
TRIREDRAFT_61746	Phospholipase C, catalytic domain (part); domain Y		
TRIREDRAFT_61750	Belongs to the sterol desaturase family(SUR2)		1.14.18.5
TRIREDRAFT_61763	Bestrophin, RFP-TM, chloride channel		
TRIREDRAFT_61765	Aminopeptidase P, N-terminal domain(PEPP)		3.4.13.9
